user_id,amount,timestamp
102,252.62,2026-01-01 01:00:00
102,316.56,2026-01-01 01:00:00
105,13482.36,2026-01-01 02:00:00
103,5326.85,2026-01-01 02:00:00
103,4362.76,2026-01-01 03:00:00
103,3475.98,2026-01-01 03:00:00
101,334.95,2026-01-01 03:00:00
104,6086.73,2026-01-01 04:00:00
105,14292.42,2026-01-01 05:00:00
102,363.7,2026-01-01 05:00:00
104,6371.86,2026-01-01 06:00:00
102,295.98,2026-01-01 06:00:00
102,86541.49,2026-01-01 06:00:00
102,374.0,2026-01-01 07:00:00
105,14957.13,2026-01-01 07:00:00
105,10947.83,2026-01-01 08:00:00
102,257.2,2026-01-01 09:00:00
103,4876.11,2026-01-01 10:00:00
105,20732.41,2026-01-01 10:00:00
101,314.85,2026-01-01 10:00:00
104,4599.62,2026-01-01 11:00:00
103,4573.97,2026-01-01 11:00:00
104,6770.43,2026-01-01 11:00:00
102,301.79,2026-01-01 12:00:00
105,12250.36,2026-01-01 12:00:00
102,256.18,2026-01-01 12:00:00
103,4125.19,2026-01-01 14:00:00
103,4089.44,2026-01-01 18:00:00
105,9165.18,2026-01-01 19:00:00
103,6945.87,2026-01-01 20:00:00
101,284.11,2026-01-01 20:00:00
105,14577.3,2026-01-01 20:00:00
105,13257.37,2026-01-01 20:00:00
102,299.31,2026-01-01 21:00:00
103,3211.5,2026-01-01 21:00:00
101,290.83,2026-01-01 22:00:00
105,13131.39,2026-01-01 22:00:00
101,350.25,2026-01-02 01:00:00
105,10326.14,2026-01-02 02:00:00
105,18161.41,2026-01-02 02:00:00
104,5747.37,2026-01-02 02:00:00
102,255.59,2026-01-02 02:00:00
102,254.92,2026-01-02 03:00:00
101,296.55,2026-01-02 04:00:00
105,98707.98,2026-01-02 05:00:00
103,4470.7,2026-01-02 05:00:00
101,238.86,2026-01-02 06:00:00
101,306.69,2026-01-02 07:00:00
101,217.18,2026-01-02 07:00:00
105,10681.62,2026-01-02 08:00:00
102,359.26,2026-01-02 08:00:00
101,403.35,2026-01-02 09:00:00
102,388.15,2026-01-02 09:00:00
103,4668.41,2026-01-02 09:00:00
102,279.09,2026-01-02 12:00:00
103,4275.67,2026-01-02 12:00:00
102,328.83,2026-01-02 13:00:00
102,255.85,2026-01-02 13:00:00
102,287.26,2026-01-02 13:00:00
105,14769.71,2026-01-02 13:00:00
103,4706.6,2026-01-02 13:00:00
103,66559.98,2026-01-02 13:00:00
105,17693.67,2026-01-02 14:00:00
102,331.61,2026-01-02 14:00:00
104,73013.21,2026-01-02 15:00:00
102,358.33,2026-01-02 16:00:00
104,5293.07,2026-01-02 17:00:00
103,5330.32,2026-01-02 17:00:00
104,5477.75,2026-01-02 18:00:00
105,14855.91,2026-01-02 19:00:00
102,298.51,2026-01-02 20:00:00
101,250.94,2026-01-02 20:00:00
102,195.5,2026-01-02 22:00:00
102,331.5,2026-01-02 23:00:00
101,269.81,2026-01-02 23:00:00
105,15909.32,2026-01-03 00:00:00
103,3869.57,2026-01-03 00:00:00
105,17914.71,2026-01-03 01:00:00
101,377.75,2026-01-03 01:00:00
101,329.11,2026-01-03 02:00:00
105,15797.87,2026-01-03 03:00:00
104,5378.23,2026-01-03 03:00:00
101,345.39,2026-01-03 05:00:00
103,4557.2,2026-01-03 05:00:00
103,6129.07,2026-01-03 06:00:00
103,5289.84,2026-01-03 06:00:00
101,240.84,2026-01-03 07:00:00
104,5948.84,2026-01-03 07:00:00
103,6795.88,2026-01-03 08:00:00
101,258.12,2026-01-03 09:00:00
105,8797.67,2026-01-03 10:00:00
103,5169.73,2026-01-03 11:00:00
103,4601.36,2026-01-03 12:00:00
104,6610.58,2026-01-03 14:00:00
101,273.41,2026-01-03 15:00:00
104,6876.17,2026-01-03 15:00:00
105,19360.15,2026-01-03 16:00:00
104,4555.36,2026-01-03 18:00:00
104,5836.06,2026-01-03 22:00:00
104,4743.18,2026-01-03 22:00:00
105,21366.47,2026-01-03 22:00:00
102,302.32,2026-01-03 23:00:00
102,270.67,2026-01-04 02:00:00
105,16797.28,2026-01-04 04:00:00
105,18860.92,2026-01-04 04:00:00
104,4554.5,2026-01-04 06:00:00
102,332.05,2026-01-04 06:00:00
102,325.9,2026-01-04 06:00:00
105,14193.5,2026-01-04 07:00:00
101,379.04,2026-01-04 07:00:00
104,94681.26,2026-01-04 08:00:00
104,5173.97,2026-01-04 10:00:00
102,268.86,2026-01-04 10:00:00
102,206.78,2026-01-04 11:00:00
104,5223.34,2026-01-04 12:00:00
103,5289.88,2026-01-04 12:00:00
104,4588.71,2026-01-04 13:00:00
102,212.26,2026-01-04 14:00:00
101,299.6,2026-01-04 14:00:00
105,8237.52,2026-01-04 16:00:00
102,430.83,2026-01-04 18:00:00
105,15143.86,2026-01-04 19:00:00
101,232.94,2026-01-04 19:00:00
103,6454.93,2026-01-04 20:00:00
103,4298.19,2026-01-05 00:00:00
104,5872.16,2026-01-05 00:00:00
104,5341.76,2026-01-05 00:00:00
104,4882.52,2026-01-05 02:00:00
101,296.96,2026-01-05 03:00:00
105,18614.77,2026-01-05 03:00:00
103,6911.53,2026-01-05 04:00:00
103,4616.51,2026-01-05 04:00:00
101,327.77,2026-01-05 05:00:00
104,4812.42,2026-01-05 07:00:00
103,80429.89,2026-01-05 08:00:00
101,93032.67,2026-01-05 09:00:00
104,72130.62,2026-01-05 10:00:00
101,317.03,2026-01-05 10:00:00
104,91871.91,2026-01-05 11:00:00
101,317.87,2026-01-05 11:00:00
104,4675.51,2026-01-05 11:00:00
101,212.69,2026-01-05 12:00:00
104,3929.11,2026-01-05 13:00:00
101,340.92,2026-01-05 13:00:00
101,288.04,2026-01-05 13:00:00
103,5538.02,2026-01-05 14:00:00
103,5984.02,2026-01-05 15:00:00
101,328.21,2026-01-05 16:00:00
104,4384.87,2026-01-05 18:00:00
104,6032.47,2026-01-05 18:00:00
105,14127.92,2026-01-05 18:00:00
104,4777.59,2026-01-05 20:00:00
103,4512.39,2026-01-05 20:00:00
104,6138.17,2026-01-05 21:00:00
101,262.96,2026-01-05 21:00:00
102,254.97,2026-01-05 22:00:00
104,3968.42,2026-01-05 22:00:00
105,15005.44,2026-01-05 23:00:00
104,4665.75,2026-01-06 01:00:00
102,279.06,2026-01-06 01:00:00
103,3872.17,2026-01-06 02:00:00
103,4201.56,2026-01-06 02:00:00
101,341.52,2026-01-06 03:00:00
104,4599.63,2026-01-06 03:00:00
105,16027.37,2026-01-06 04:00:00
105,12995.26,2026-01-06 05:00:00
103,5823.1,2026-01-06 05:00:00
105,17926.64,2026-01-06 07:00:00
103,6024.29,2026-01-06 07:00:00
104,4320.76,2026-01-06 09:00:00
105,16799.69,2026-01-06 09:00:00
105,14369.95,2026-01-06 10:00:00
103,4736.68,2026-01-06 13:00:00
101,392.35,2026-01-06 13:00:00
104,3103.25,2026-01-06 15:00:00
101,295.54,2026-01-06 15:00:00
101,340.22,2026-01-06 16:00:00
104,4812.78,2026-01-06 18:00:00
104,4842.79,2026-01-06 19:00:00
105,17471.2,2026-01-06 20:00:00
101,299.92,2026-01-06 21:00:00
104,5495.0,2026-01-06 22:00:00
101,326.1,2026-01-06 23:00:00
103,5824.9,2026-01-07 00:00:00
104,4625.48,2026-01-07 02:00:00
105,12901.87,2026-01-07 02:00:00
102,213.48,2026-01-07 04:00:00
101,267.57,2026-01-07 05:00:00
105,14222.91,2026-01-07 05:00:00
101,69013.31,2026-01-07 05:00:00
104,6709.29,2026-01-07 07:00:00
103,5210.57,2026-01-07 08:00:00
101,344.39,2026-01-07 09:00:00
102,297.49,2026-01-07 11:00:00
104,4421.69,2026-01-07 12:00:00
104,4838.37,2026-01-07 13:00:00
105,14756.64,2026-01-07 13:00:00
104,4962.37,2026-01-07 13:00:00
102,324.03,2026-01-07 13:00:00
102,354.15,2026-01-07 15:00:00
104,4751.04,2026-01-07 15:00:00
103,3306.73,2026-01-07 17:00:00
105,13642.61,2026-01-07 20:00:00
105,15112.98,2026-01-07 21:00:00
105,13225.29,2026-01-07 22:00:00
105,17267.81,2026-01-07 23:00:00
103,6277.66,2026-01-07 23:00:00
104,7111.32,2026-01-08 00:00:00
104,4124.38,2026-01-08 01:00:00
102,345.37,2026-01-08 02:00:00
104,3606.58,2026-01-08 03:00:00
104,4560.14,2026-01-08 04:00:00
103,5482.47,2026-01-08 04:00:00
103,4429.25,2026-01-08 05:00:00
104,3678.12,2026-01-08 05:00:00
101,344.01,2026-01-08 07:00:00
101,178.81,2026-01-08 08:00:00
104,4596.71,2026-01-08 09:00:00
103,6018.89,2026-01-08 10:00:00
103,6523.03,2026-01-08 10:00:00
105,15652.52,2026-01-08 11:00:00
102,328.98,2026-01-08 13:00:00
105,64667.84,2026-01-08 14:00:00
101,325.02,2026-01-08 14:00:00
104,4263.59,2026-01-08 14:00:00
101,371.03,2026-01-08 16:00:00
102,309.55,2026-01-08 16:00:00
102,251.06,2026-01-08 16:00:00
102,268.51,2026-01-08 18:00:00
